value,source_id,notes_ids,iso3,Income_saving,Country__ESTANDAR,Years__ESTANDAR
1932.173307,,,GTM,National Saving,Guatemala,1997
2517.442107,,,GTM,National Saving,Guatemala,1998
2325.107593,,,GTM,National Saving,Guatemala,1999
2576.983891,,,GTM,National Saving,Guatemala,2000
2678.051607,,,GTM,National Saving,Guatemala,2001
3295.456215,,,GTM,National Saving,Guatemala,2002
3689.44064,,,GTM,National Saving,Guatemala,2003
4034.188349,,,GTM,National Saving,Guatemala,2004
4414.803815,,,GTM,National Saving,Guatemala,2005
5076.943496,,,GTM,National Saving,Guatemala,2006
5669.79893,,,GTM,National Saving,Guatemala,2007
5160.360997,,,GTM,National Saving,Guatemala,2008
5212.069562,,,GTM,National Saving,Guatemala,2009
5239.058941,,,GTM,National Saving,Guatemala,2010
6028.326451,,,GTM,National Saving,Guatemala,2011
6096.161579,,,GTM,National Saving,Guatemala,2012
6156.840151,,,GTM,National Saving,Guatemala,2013
6812.162755,,,GTM,National Saving,Guatemala,2014
8447.520502,,,GTM,National Saving,Guatemala,2015
9796.435026,,,GTM,National Saving,Guatemala,2016
10599.46448,,,GTM,National Saving,Guatemala,2017
10761.61506,,,GTM,National Saving,Guatemala,2018
720.4537171,,,HND,National Saving,Honduras,1990
661.4563903,,,HND,National Saving,Honduras,1991
707.947524,,,HND,National Saving,Honduras,1992
958.504518,,,HND,National Saving,Honduras,1993
1054.049065,,,HND,National Saving,Honduras,1994
1189.947122,,,HND,National Saving,Honduras,1995
1190.752981,,,HND,National Saving,Honduras,1996
1494.520644,,,HND,National Saving,Honduras,1997
1656.517451,,,HND,National Saving,Honduras,1998
1825.899416,,,HND,National Saving,Honduras,1999
1524.810143,,,HND,National Saving,Honduras,2000
1510.178891,,,HND,National Saving,Honduras,2001
1623.960651,,,HND,National Saving,Honduras,2002
1526.964073,,,HND,National Saving,Honduras,2003
1946.690677,,,HND,National Saving,Honduras,2004
2390.676104,,,HND,National Saving,Honduras,2005
2690.32385,,,HND,National Saving,Honduras,2006
3045.354557,,,HND,National Saving,Honduras,2007
2876.673643,,,HND,National Saving,Honduras,2008
2448.34308,,,HND,National Saving,Honduras,2009
2661.523363,,,HND,National Saving,Honduras,2010
3195.31512,,,HND,National Saving,Honduras,2011
2970.673703,,,HND,National Saving,Honduras,2012
2262.665791,,,HND,National Saving,Honduras,2013
3008.581517,,,HND,National Saving,Honduras,2014
4288.792464,,,HND,National Saving,Honduras,2015
4391.979399,,,HND,National Saving,Honduras,2016
5454.028791,,,HND,National Saving,Honduras,2017
4811.674002,,,HND,National Saving,Honduras,2018
78679.00969,,,MEX,National Saving,Mexico,1990
89279.80176,,,MEX,National Saving,Mexico,1991
95544.68939,,,MEX,National Saving,Mexico,1992
96537.55051,,,MEX,National Saving,Mexico,1993
105077.2684,,,MEX,National Saving,Mexico,1994
71803.86925,,,MEX,National Saving,Mexico,1995
82719.30875,,,MEX,National Saving,Mexico,1996
102971.8318,,,MEX,National Saving,Mexico,1997
111349.5056,,,MEX,National Saving,Mexico,1998
126629.7736,,,MEX,National Saving,Mexico,1999
146476.4747,,,MEX,National Saving,Mexico,2000
144014.6005,,,MEX,National Saving,Mexico,2001
153112.9616,,,MEX,National Saving,Mexico,2002
155871.382,,,MEX,National Saving,Mexico,2003
176812.6527,,,MEX,National Saving,Mexico,2004
191918.0698,,,MEX,National Saving,Mexico,2005
226957.9186,,,MEX,National Saving,Mexico,2006
244435.8831,,,MEX,National Saving,Mexico,2007
265245.0093,,,MEX,National Saving,Mexico,2008
212051.278,,,MEX,National Saving,Mexico,2009
253608.7349,,,MEX,National Saving,Mexico,2010
287026.0323,,,MEX,National Saving,Mexico,2011
287540.4722,,,MEX,National Saving,Mexico,2012
268378.3859,,,MEX,National Saving,Mexico,2013
278304.8173,,,MEX,National Saving,Mexico,2014
255944.5031,,,MEX,National Saving,Mexico,2015
244697.9886,,,MEX,National Saving,Mexico,2016
263015.4267,,,MEX,National Saving,Mexico,2017
268932.3082,,,MEX,National Saving,Mexico,2018
191.2461765,,,NIC,National Saving,Nicaragua,1990
50.81052609,,,NIC,National Saving,Nicaragua,1991
-209.2179158,,,NIC,National Saving,Nicaragua,1992
-24.22066981,,,NIC,National Saving,Nicaragua,1993
-233.9302999,,,NIC,National Saving,Nicaragua,1994
59.65416623,,,NIC,National Saving,Nicaragua,1995
130.6260854,,,NIC,National Saving,Nicaragua,1996
313.164832,,,NIC,National Saving,Nicaragua,1997
510.4162399,,,NIC,National Saving,Nicaragua,1998
674.2409385,,,NIC,National Saving,Nicaragua,1999
426.2478569,,,NIC,National Saving,Nicaragua,2000
480.5454689,,,NIC,National Saving,Nicaragua,2001
387.7027982,,,NIC,National Saving,Nicaragua,2002
478.7228713,,,NIC,National Saving,Nicaragua,2003
709.3341711,,,NIC,National Saving,Nicaragua,2004
852.6883467,,,NIC,National Saving,Nicaragua,2005
1025.371072,,,NIC,National Saving,Nicaragua,2006
1195.381395,,,NIC,National Saving,Nicaragua,2007
1403.900263,,,NIC,National Saving,Nicaragua,2008
1223.245478,,,NIC,National Saving,Nicaragua,2009
1396.893309,,,NIC,National Saving,Nicaragua,2010
1862.321691,,,NIC,National Saving,Nicaragua,2011
2029.977967,,,NIC,National Saving,Nicaragua,2012
2013.205152,,,NIC,National Saving,Nicaragua,2013
2475.662362,,,NIC,National Saving,Nicaragua,2014
3008.923194,,,NIC,National Saving,Nicaragua,2015
3016.986463,,,NIC,National Saving,Nicaragua,2016
3136.121352,,,NIC,National Saving,Nicaragua,2017
2902.468823,,,NIC,National Saving,Nicaragua,2018
1425.748484,,,PRY,National Saving,Paraguay,1990
1419.75139,,,PRY,National Saving,Paraguay,1991
1266.363806,,,PRY,National Saving,Paraguay,1992
1484.945606,,,PRY,National Saving,Paraguay,1993
1646.19024,,,PRY,National Saving,Paraguay,1994
1777.792047,,,PRY,National Saving,Paraguay,1995
2095.088034,,,PRY,National Saving,Paraguay,1996
1733.556968,,,PRY,National Saving,Paraguay,1997
1992.614166,,,PRY,National Saving,Paraguay,1998
1812.579707,,,PRY,National Saving,Paraguay,1999
1261.239267,,,PRY,National Saving,Paraguay,2000
1482.380003,,,PRY,National Saving,Paraguay,2001
1932.047063,,,PRY,National Saving,Paraguay,2002
1597.12604,,,PRY,National Saving,Paraguay,2003
1930.759365,,,PRY,National Saving,Paraguay,2004
2214.252624,,,PRY,National Saving,Paraguay,2005
3181.464468,,,PRY,National Saving,Paraguay,2006
4579.059464,,,PRY,National Saving,Paraguay,2007
5603.745635,,,PRY,National Saving,Paraguay,2008
4638.896179,,,PRY,National Saving,Paraguay,2009
6174.501046,,,PRY,National Saving,Paraguay,2010
8125.574048,,,PRY,National Saving,Paraguay,2011
6533.289437,,,PRY,National Saving,Paraguay,2012
8872.587202,,,PRY,National Saving,Paraguay,2013
8856.363225,,,PRY,National Saving,Paraguay,2014
7916.152524,,,PRY,National Saving,Paraguay,2015
8816.242823,,,PRY,National Saving,Paraguay,2016
9363.093025,,,PRY,National Saving,Paraguay,2017
9069.789327,,,PRY,National Saving,Paraguay,2018
3886.175793,,,PER,National Saving,Peru,1990
4468.018487,,,PER,National Saving,Peru,1991
4358.9354,,,PER,National Saving,Peru,1992
4262.876778,,,PER,National Saving,Peru,1993
7290.078764,,,PER,National Saving,Peru,1994
8579.010396,,,PER,National Saving,Peru,1995
8840.767639,,,PER,National Saving,Peru,1996
10464.04889,,,PER,National Saving,Peru,1997
9540.481012,,,PER,National Saving,Peru,1998
8992.993404,,,PER,National Saving,Peru,1999
8610.331958,,,PER,National Saving,Peru,2000
8249.020837,,,PER,National Saving,Peru,2001
8752.164972,,,PER,National Saving,Peru,2002
9356.284818,,,PER,National Saving,Peru,2003
11316.19062,,,PER,National Saving,Peru,2004
14308.53903,,,PER,National Saving,Peru,2005
20334.33737,,,PER,National Saving,Peru,2006
24071.09174,,,PER,National Saving,Peru,2007
26322.84538,,,PER,National Saving,Peru,2008
23575.70011,,,PER,National Saving,Peru,2009
31500.2339,,,PER,National Saving,Peru,2010
38211.28053,,,PER,National Saving,Peru,2011
42059.40672,,,PER,National Saving,Peru,2012
41838.3784,,,PER,National Saving,Peru,2013
40937.56334,,,PER,National Saving,Peru,2014
37336.38602,,,PER,National Saving,Peru,2015
38064.96831,,,PER,National Saving,Peru,2016
41981.03089,,,PER,National Saving,Peru,2017
44777.37539,,,PER,National Saving,Peru,2018
2785.55914,,,DOM,National Saving,Dominican Republic,1990
2472.457372,,,DOM,National Saving,Dominican Republic,1991
2629.822917,,,DOM,National Saving,Dominican Republic,1992
3302.377166,,,DOM,National Saving,Dominican Republic,1993
4169.790291,,,DOM,National Saving,Dominican Republic,1994
4469.637597,,,DOM,National Saving,Dominican Republic,1995
4999.271626,,,DOM,National Saving,Dominican Republic,1996
5703.301505,,,DOM,National Saving,Dominican Republic,1997
7673.726727,,,DOM,National Saving,Dominican Republic,1998
7376.182162,,,DOM,National Saving,Dominican Republic,1999
7918.963219,,,DOM,National Saving,Dominican Republic,2000
7655.160721,,,DOM,National Saving,Dominican Republic,2001
8136.83291,,,DOM,National Saving,Dominican Republic,2002
6083.011261,,,DOM,National Saving,Dominican Republic,2003
6213.037512,,,DOM,National Saving,Dominican Republic,2004
8357.712809,,,DOM,National Saving,Dominican Republic,2005
9236.424576,,,DOM,National Saving,Dominican Republic,2006
10284.82848,,,DOM,National Saving,Dominican Republic,2007
9928.586925,,,DOM,National Saving,Dominican Republic,2008
9043.773714,,,DOM,National Saving,Dominican Republic,2009
10180.51112,,,DOM,National Saving,Dominican Republic,2010
10185.16476,,,DOM,National Saving,Dominican Republic,2011
10859.51797,,,DOM,National Saving,Dominican Republic,2012
11670.33169,,,DOM,National Saving,Dominican Republic,2013
13352.53034,,,DOM,National Saving,Dominican Republic,2014
15398.60199,,,DOM,National Saving,Dominican Republic,2015
16572.76839,,,DOM,National Saving,Dominican Republic,2016
17839.31874,,,DOM,National Saving,Dominican Republic,2017
20742.251,,,DOM,National Saving,Dominican Republic,2018
1689.836692,,,URY,National Saving,Uruguay,1990
2289.299147,,,URY,National Saving,Uruguay,1991
2617.633771,,,URY,National Saving,Uruguay,1992
2866.78725,,,URY,National Saving,Uruguay,1993
3238.277685,,,URY,National Saving,Uruguay,1994
3728.967618,,,URY,National Saving,Uruguay,1995
3911.24487,,,URY,National Saving,Uruguay,1996
4080.81112,,,URY,National Saving,Uruguay,1997
4292.906133,,,URY,National Saving,Uruguay,1998
3418.85821,,,URY,National Saving,Uruguay,1999
3010.898783,,,URY,National Saving,Uruguay,2000
2753.594963,,,URY,National Saving,Uruguay,2001
2403.176466,,,URY,National Saving,Uruguay,2002
1898.485893,,,URY,National Saving,Uruguay,2003
2606.017967,,,URY,National Saving,Uruguay,2004
3383.022599,,,URY,National Saving,Uruguay,2005
3740.759883,,,URY,National Saving,Uruguay,2006
4755.655407,,,URY,National Saving,Uruguay,2007
5925.520589,,,URY,National Saving,Uruguay,2008
6413.67452,,,URY,National Saving,Uruguay,2009
7750.829866,,,URY,National Saving,Uruguay,2010
9550.148894,,,URY,National Saving,Uruguay,2011
10727.72101,,,URY,National Saving,Uruguay,2012
12013.30902,,,URY,National Saving,Uruguay,2013
11317.44371,,,URY,National Saving,Uruguay,2014
11256.6186,,,URY,National Saving,Uruguay,2015
10668.97653,,,URY,National Saving,Uruguay,2016
10573.91361,,,URY,National Saving,Uruguay,2017
9465.048725,,,URY,National Saving,Uruguay,2018
240961.016,,13801.0,,National Saving,Latin America,1990
241138.3883,,13801.0,,National Saving,Latin America,1991
262287.4673,,13801.0,,National Saving,Latin America,1992
274796.4426,,13801.0,,National Saving,Latin America,1993
336067.624,,13801.0,,National Saving,Latin America,1994
342765.932,,13801.0,,National Saving,Latin America,1995
361683.4264,,13801.0,,National Saving,Latin America,1996
394164.8552,,13801.0,,National Saving,Latin America,1997
384221.1161,,13801.0,,National Saving,Latin America,1998
341576.4964,,13801.0,,National Saving,Latin America,1999
399083.041,,13801.0,,National Saving,Latin America,2000
370077.1525,,13801.0,,National Saving,Latin America,2001
355177.6347,,13801.0,,National Saving,Latin America,2002
379772.0438,,13801.0,,National Saving,Latin America,2003
471624.7445,,13801.0,,National Saving,Latin America,2004
578502.5263,,13801.0,,National Saving,Latin America,2005
711645.0123,,13801.0,,National Saving,Latin America,2006
842739.8372,,13801.0,,National Saving,Latin America,2007
984335.4063,,13801.0,,National Saving,Latin America,2008
811031.0287,,13801.0,,National Saving,Latin America,2009
1008431.207,,13801.0,,National Saving,Latin America,2010
1204497.715,,13801.0,,National Saving,Latin America,2011
1178988.322,,13801.0,,National Saving,Latin America,2012
1179942.792,,13801.0,,National Saving,Latin America,2013
1104929.809,,13801.0,,National Saving,Latin America,2014
879320.7986,,13801.0,,National Saving,Latin America,2015
818630.417,,13801.0,,National Saving,Latin America,2016
900413.5542,,13801.0,,National Saving,Latin America,2017
449958.5105,,,ARG,Gross domestic product,Argentina,2019
385611.4237,,,ARG,Gross domestic product,Argentina,2020
40895.32284,,,BOL,Gross domestic product,Bolivia (Plurinational State of),2019
36629.84381,,,BOL,Gross domestic product,Bolivia (Plurinational State of),2020
1873129.272,,,BRA,Gross domestic product,Brazil,2019
1484932.53,,,BRA,Gross domestic product,Brazil,2020
278838.4035,,,CHL,Gross domestic product,Chile,2019
254729.247,,,CHL,Gross domestic product,Chile,2020
322992.1554,,,COL,Gross domestic product,Colombia,2019
271044.8302,,,COL,Gross domestic product,Colombia,2020
64459.16666,,,CRI,Gross domestic product,Costa Rica,2019
62405.24009,,,CRI,Gross domestic product,Costa Rica,2020
108108.009,,,ECU,Gross domestic product,Ecuador,2019
99291.124,,,ECU,Gross domestic product,Ecuador,2020
26881.14,,,SLV,Gross domestic product,El Salvador,2019
24930.09,,,SLV,Gross domestic product,El Salvador,2020
77169.9121,,,GTM,Gross domestic product,Guatemala,2019
77700.82488,,,GTM,Gross domestic product,Guatemala,2020
25085.95219,,,HND,Gross domestic product,Honduras,2019
23843.28492,,,HND,Gross domestic product,Honduras,2020
1305226.537,,,MEX,Gross domestic product,Mexico,2019
1130531.818,,,MEX,Gross domestic product,Mexico,2020
12694.42101,,,NIC,Gross domestic product,Nicaragua,2019
12675.75366,,,NIC,Gross domestic product,Nicaragua,2020
69721.78753,,,PAN,Gross domestic product,Panama,2019
57086.83694,,,PAN,Gross domestic product,Panama,2020
37922.89125,,,PRY,Gross domestic product,Paraguay,2019
35424.39271,,,PRY,Gross domestic product,Paraguay,2020
228297.7059,,,PER,Gross domestic product,Peru,2019
201534.8157,,,PER,Gross domestic product,Peru,2020
88896.89864,,,DOM,Gross domestic product,Dominican Republic,2019
78859.10775,,,DOM,Gross domestic product,Dominican Republic,2020
62103.76988,,,URY,Gross domestic product,Uruguay,2019
53747.11328,,,URY,Gross domestic product,Uruguay,2020
-17732.1645,,,ARG,Net factors payment to the rest of the word,Argentina,2019
-10505.5777,,,ARG,Net factors payment to the rest of the word,Argentina,2020
-835.8942,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2019
-416.9386,,,BOL,Net factors payment to the rest of the word,Bolivia (Plurinational State of),2020
-57271.612,,,BRA,Net factors payment to the rest of the word,Brazil,2019
-38263.9374,,,BRA,Net factors payment to the rest of the word,Brazil,2020
-10411.0139,,,CHL,Net factors payment to the rest of the word,Chile,2019
-15864.684,,,CHL,Net factors payment to the rest of the word,Chile,2020
-9716.8751,,,COL,Net factors payment to the rest of the word,Colombia,2019
-4949.8813,,,COL,Net factors payment to the rest of the word,Colombia,2020
-3829.7008,,,CRI,Net factors payment to the rest of the word,Costa Rica,2019
-3634.359,,,CRI,Net factors payment to the rest of the word,Costa Rica,2020
-3028.7582,,,ECU,Net factors payment to the rest of the word,Ecuador,2019
-3282.7544,,,ECU,Net factors payment to the rest of the word,Ecuador,2020
-1341.1,,,SLV,Net factors payment to the rest of the word,El Salvador,2019
-1257.52,,,SLV,Net factors payment to the rest of the word,El Salvador,2020
-1404.0559,,,GTM,Net factors payment to the rest of the word,Guatemala,2019
-1403.7693,,,GTM,Net factors payment to the rest of the word,Guatemala,2020
-1973.3,,,HND,Net factors payment to the rest of the word,Honduras,2019
-1646.0,,,HND,Net factors payment to the rest of the word,Honduras,2020
-36749.2348,,,MEX,Net factors payment to the rest of the word,Mexico,2019
-36958.5132,,,MEX,Net factors payment to the rest of the word,Mexico,2020
-466.4,,,NIC,Net factors payment to the rest of the word,Nicaragua,2019
-824.1,,,NIC,Net factors payment to the rest of the word,Nicaragua,2020
-3629.987,,,PAN,Net factors payment to the rest of the word,Panama,2019
-1229.4809,,,PAN,Net factors payment to the rest of the word,Panama,2020
-1156.5828,,,PRY,Net factors payment to the rest of the word,Paraguay,2019
-1195.2062,,,PRY,Net factors payment to the rest of the word,Paraguay,2020
-9568.111,,,PER,Net factors payment to the rest of the word,Peru,2019
-6185.559,,,PER,Net factors payment to the rest of the word,Peru,2020
-4068.9,,,DOM,Net factors payment to the rest of the word,Dominican Republic,2019
-3825.0,,,DOM,Net factors payment to the rest of the word,Dominican Republic,2020
-3025.816,,,URY,Net factors payment to the rest of the word,Uruguay,2019
-2924.2385,,,URY,Net factors payment to the rest of the word,Uruguay,2020
849.1349,,,ARG,Net current transferences,Argentina,2019
1099.5243,,,ARG,Net current transferences,Argentina,2020
1155.9819,,,BOL,Net current transferences,Bolivia (Plurinational State of),2019
1025.7678,,,BOL,Net current transferences,Bolivia (Plurinational State of),2020
1184.1447,,,BRA,Net current transferences,Brazil,2019
2343.8745,,,BRA,Net current transferences,Brazil,2020
974.4707,,,CHL,Net current transferences,Chile,2019
-531.9824,,,CHL,Net current transferences,Chile,2020
9055.4008,,,COL,Net current transferences,Colombia,2019
8787.8227,,,COL,Net current transferences,Colombia,2020
580.7491,,,CRI,Net current transferences,Costa Rica,2019
525.818,,,CRI,Net current transferences,Costa Rica,2020
2738.7299,,,ECU,Net current transferences,Ecuador,2019
2992.9394,,,ECU,Net current transferences,Ecuador,2020
5639.64,,,SLV,Net current transferences,El Salvador,2019
5984.63,,,SLV,Net current transferences,El Salvador,2020
11154.5036,,,GTM,Net current transferences,Guatemala,2019
11878.2383,,,GTM,Net current transferences,Guatemala,2020
5894.3,,,HND,Net current transferences,Honduras,2019
5982.9,,,HND,Net current transferences,Honduras,2020
36138.1303,,,MEX,Net current transferences,Mexico,2019
40801.4207,,,MEX,Net current transferences,Mexico,2020
1757.9,,,NIC,Net current transferences,Nicaragua,2019
1889.6,,,NIC,Net current transferences,Nicaragua,2020
-31.3332,,,PAN,Net current transferences,Panama,2019
131.5165,,,PAN,Net current transferences,Panama,2020
577.2734,,,PRY,Net current transferences,Paraguay,2019
523.1906,,,PRY,Net current transferences,Paraguay,2020
5390.9013,,,PER,Net current transferences,Peru,2019
5179.4966,,,PER,Net current transferences,Peru,2020
6897.8,,,DOM,Net current transferences,Dominican Republic,2019
7900.2,,,DOM,Net current transferences,Dominican Republic,2020
71.6808,,,URY,Net current transferences,Uruguay,2019
68.6481,,,URY,Net current transferences,Uruguay,2020
433075.4809,,,ARG,Gross national income,Argentina,2019
376205.3703,,,ARG,Gross national income,Argentina,2020
41215.41054,,,BOL,Gross national income,Bolivia (Plurinational State of),2019
37238.67301,,,BOL,Gross national income,Bolivia (Plurinational State of),2020
1817041.805,,,BRA,Gross national income,Brazil,2019
1449012.467,,,BRA,Gross national income,Brazil,2020
269401.8603,,,CHL,Gross national income,Chile,2019
238332.5806,,,CHL,Gross national income,Chile,2020
322330.6811,,,COL,Gross national income,Colombia,2019
274882.7716,,,COL,Gross national income,Colombia,2020
61210.21496,,,CRI,Gross national income,Costa Rica,2019
59296.69909,,,CRI,Gross national income,Costa Rica,2020
107817.9807,,,ECU,Gross national income,Ecuador,2019
99001.309,,,ECU,Gross national income,Ecuador,2020
31179.68,,,SLV,Gross national income,El Salvador,2019
29657.2,,,SLV,Gross national income,El Salvador,2020
86920.3598,,,GTM,Gross national income,Guatemala,2019
88175.29388,,,GTM,Gross national income,Guatemala,2020
29006.95219,,,HND,Gross national income,Honduras,2019
28180.18492,,,HND,Gross national income,Honduras,2020
1304615.433,,,MEX,Gross national income,Mexico,2019
1134374.726,,,MEX,Gross national income,Mexico,2020
13985.92101,,,NIC,Gross national income,Nicaragua,2019
13741.25366,,,NIC,Gross national income,Nicaragua,2020
66060.46733,,,PAN,Gross national income,Panama,2019
55988.87254,,,PAN,Gross national income,Panama,2020
37343.58185,,,PRY,Gross national income,Paraguay,2019
34752.37711,,,PRY,Gross national income,Paraguay,2020
224120.4962,,,PER,Gross national income,Peru,2019
200528.7533,,,PER,Gross national income,Peru,2020
91725.79864,,,DOM,Gross national income,Dominican Republic,2019
82934.30775,,,DOM,Gross national income,Dominican Republic,2020
59149.63468,,,URY,Gross national income,Uruguay,2019
50891.52288,,,URY,Gross national income,Uruguay,2020
-1094.251988,,,ARG,Adjustment by currency conversion,Argentina,2019
498.5783342,,,ARG,Adjustment by currency conversion,Argentina,2020
956.7931295,,,BOL,Adjustment by currency conversion,Bolivia (Plurinational State of),2019
1178.998375,,,BOL,Adjustment by currency conversion,Bolivia (Plurinational State of),2020
136.5987236,,,BRA,Adjustment by currency conversion,Brazil,2019
-1271.709317,,,BRA,Adjustment by currency conversion,Brazil,2020
118.3640198,,,CHL,Adjustment by currency conversion,Chile,2019
47.46791515,,,CHL,Adjustment by currency conversion,Chile,2020
4657.915803,,,COL,Adjustment by currency conversion,Colombia,2019
6050.414333,,,COL,Adjustment by currency conversion,Colombia,2020
560.7948795,,,CRI,Adjustment by currency conversion,Costa Rica,2019
184.7481693,,,CRI,Adjustment by currency conversion,Costa Rica,2020
114.7812,,,ECU,Adjustment by currency conversion,Ecuador,2019
175.3897,,,ECU,Adjustment by currency conversion,Ecuador,2020
-75.93,,,SLV,Adjustment by currency conversion,El Salvador,2019
7.23,,,SLV,Adjustment by currency conversion,El Salvador,2020
13.99247496,,,GTM,Adjustment by currency conversion,Guatemala,2019
18.5187213,,,GTM,Adjustment by currency conversion,Guatemala,2020
-10.72371991,,,HND,Adjustment by currency conversion,Honduras,2019
8.07607712,,,HND,Adjustment by currency conversion,Honduras,2020
5774.259185,,,MEX,Adjustment by currency conversion,Mexico,2019
1995.98513,,,MEX,Adjustment by currency conversion,Mexico,2020
25.38892135,,,NIC,Adjustment by currency conversion,Nicaragua,2019
39.5983108,,,NIC,Adjustment by currency conversion,Nicaragua,2020
3.616841239,,,PRY,Adjustment by currency conversion,Paraguay,2019
17.79418346,,,PRY,Adjustment by currency conversion,Paraguay,2020
304.7454743,,,PER,Adjustment by currency conversion,Peru,2019
41.64208012,,,PER,Adjustment by currency conversion,Peru,2020
314.7732485,,,DOM,Adjustment by currency conversion,Dominican Republic,2019
661.4352751,,,DOM,Adjustment by currency conversion,Dominican Republic,2020
-41.59809517,,,URY,Adjustment by currency conversion,Uruguay,2019
55.51413926,,,URY,Adjustment by currency conversion,Uruguay,2020
431981.2289,,,ARG,Gross national income adjusted,Argentina,2019
376703.9487,,,ARG,Gross national income adjusted,Argentina,2020
42172.20367,,,BOL,Gross national income adjusted,Bolivia (Plurinational State of),2019
38417.67138,,,BOL,Gross national income adjusted,Bolivia (Plurinational State of),2020
1817178.403,,,BRA,Gross national income adjusted,Brazil,2019
1447740.758,,,BRA,Gross national income adjusted,Brazil,2020
269520.2243,,,CHL,Gross national income adjusted,Chile,2019
238380.0485,,,CHL,Gross national income adjusted,Chile,2020
326988.5969,,,COL,Gross national income adjusted,Colombia,2019
280933.186,,,COL,Gross national income adjusted,Colombia,2020
61771.00984,,,CRI,Gross national income adjusted,Costa Rica,2019
59481.44726,,,CRI,Gross national income adjusted,Costa Rica,2020
107932.7619,,,ECU,Gross national income adjusted,Ecuador,2019
99176.6987,,,ECU,Gross national income adjusted,Ecuador,2020
31103.75,,,SLV,Gross national income adjusted,El Salvador,2019
29664.43,,,SLV,Gross national income adjusted,El Salvador,2020
86934.35227,,,GTM,Gross national income adjusted,Guatemala,2019
88193.8126,,,GTM,Gross national income adjusted,Guatemala,2020
28996.22847,,,HND,Gross national income adjusted,Honduras,2019
28188.261,,,HND,Gross national income adjusted,Honduras,2020
1310389.692,,,MEX,Gross national income adjusted,Mexico,2019
1136370.711,,,MEX,Gross national income adjusted,Mexico,2020
14011.30994,,,NIC,Gross national income adjusted,Nicaragua,2019
13780.85197,,,NIC,Gross national income adjusted,Nicaragua,2020
37347.19869,,,PRY,Gross national income adjusted,Paraguay,2019
34770.17129,,,PRY,Gross national income adjusted,Paraguay,2020
224425.2417,,,PER,Gross national income adjusted,Peru,2019
200570.3954,,,PER,Gross national income adjusted,Peru,2020
92040.57188,,,DOM,Gross national income adjusted,Dominican Republic,2019
83595.74302,,,DOM,Gross national income adjusted,Dominican Republic,2020
59108.03658,,,URY,Gross national income adjusted,Uruguay,2019
50947.03702,,,URY,Gross national income adjusted,Uruguay,2020
371534.4673,,,ARG,Final consume expenditure,Argentina,2019
318429.0994,,,ARG,Final consume expenditure,Argentina,2020
35410.3486,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2019
32666.47769,,,BOL,Final consume expenditure,Bolivia (Plurinational State of),2020
1594550.531,,,BRA,Final consume expenditure,Brazil,2019
1236639.248,,,BRA,Final consume expenditure,Brazil,2020
214250.3905,,,CHL,Final consume expenditure,Chile,2019
189520.1031,,,CHL,Final consume expenditure,Chile,2020
272740.5421,,,COL,Final consume expenditure,Colombia,2019
238501.8037,,,COL,Final consume expenditure,Colombia,2020
52241.44839,,,CRI,Final consume expenditure,Costa Rica,2019
50026.43449,,,CRI,Final consume expenditure,Costa Rica,2020
80080.014,,,ECU,Final consume expenditure,Ecuador,2019
75077.719,,,ECU,Final consume expenditure,Ecuador,2020
26285.82,,,SLV,Final consume expenditure,El Salvador,2019
24998.41,,,SLV,Final consume expenditure,El Salvador,2020
74054.52704,,,GTM,Final consume expenditure,Guatemala,2019
73774.25759,,,GTM,Final consume expenditure,Guatemala,2020
23946.91793,,,HND,Final consume expenditure,Honduras,2019
23031.57287,,,HND,Final consume expenditure,Honduras,2020
1027532.539,,,MEX,Final consume expenditure,Mexico,2019
885491.9077,,,MEX,Final consume expenditure,Mexico,2020
10993.658,,,NIC,Final consume expenditure,Nicaragua,2019
10862.75155,,,NIC,Final consume expenditure,Nicaragua,2020
29338.00885,,,PRY,Final consume expenditure,Paraguay,2019
26985.41787,,,PRY,Final consume expenditure,Paraguay,2020
178144.5604,,,PER,Final consume expenditure,Peru,2019
161296.3829,,,PER,Final consume expenditure,Peru,2020
70110.99029,,,DOM,Final consume expenditure,Dominican Republic,2019
64916.20701,,,DOM,Final consume expenditure,Dominican Republic,2020
49434.83218,,,URY,Final consume expenditure,Uruguay,2019
42571.04549,,,URY,Final consume expenditure,Uruguay,2020
60446.76162,,,ARG,National Saving,Argentina,2019
58274.84929,,,ARG,National Saving,Argentina,2020
6761.855073,,,BOL,National Saving,Bolivia (Plurinational State of),2019
5751.193692,,,BOL,National Saving,Bolivia (Plurinational State of),2020
222627.8721,,,BRA,National Saving,Brazil,2019
211101.5102,,,BRA,National Saving,Brazil,2020
55269.83385,,,CHL,National Saving,Chile,2019
48859.9454,,,CHL,National Saving,Chile,2020
54248.05481,,,COL,National Saving,Colombia,2019
42431.38228,,,COL,National Saving,Colombia,2020
9529.561452,,,CRI,National Saving,Costa Rica,2019
9455.012773,,,CRI,National Saving,Costa Rica,2020
27852.7479,,,ECU,National Saving,Ecuador,2019
24098.9797,,,ECU,National Saving,Ecuador,2020
4817.93,,,SLV,National Saving,El Salvador,2019
4666.02,,,SLV,National Saving,El Salvador,2020
12879.82523,,,GTM,National Saving,Guatemala,2019
14419.55501,,,GTM,National Saving,Guatemala,2020
5049.310541,,,HND,National Saving,Honduras,2019
