value,source_id,notes_ids,iso3,Geographical area,Country__ESTANDAR,Sex__ESTANDAR,Years__ESTANDAR
10.787,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2000
10.767,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2005
15.65,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2010
18.368,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2015
19.672,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2020
20.554,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2025
21.401,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2030
22.22,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2035
23.006,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2040
23.732,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2045
24.394,23,"4,6689",,Urban,Caribbean Netherlands,Both sexes,2050
70.692,23,4,CUW,Urban,Curaçao,Both sexes,1950
84.982,23,4,CUW,Urban,Curaçao,Both sexes,1955
94.838,23,4,CUW,Urban,Curaçao,Both sexes,1960
102.592,23,4,CUW,Urban,Curaçao,Both sexes,1965
112.678,23,4,CUW,Urban,Curaçao,Both sexes,1970
120.448,23,4,CUW,Urban,Curaçao,Both sexes,1975
121.016,23,4,CUW,Urban,Curaçao,Both sexes,1980
125.225,23,4,CUW,Urban,Curaçao,Both sexes,1985
124.198,23,4,CUW,Urban,Curaçao,Both sexes,1990
126.158,23,4,CUW,Urban,Curaçao,Both sexes,1995
119.883,23,4,CUW,Urban,Curaçao,Both sexes,2000
117.145,23,4,CUW,Urban,Curaçao,Both sexes,2005
132.708,23,4,CUW,Urban,Curaçao,Both sexes,2010
141.185,23,4,CUW,Urban,Curaçao,Both sexes,2015
145.612,23,4,CUW,Urban,Curaçao,Both sexes,2020
149.822,23,4,CUW,Urban,Curaçao,Both sexes,2025
153.8,23,4,CUW,Urban,Curaçao,Both sexes,2030
157.525,23,4,CUW,Urban,Curaçao,Both sexes,2035
160.932,23,4,CUW,Urban,Curaçao,Both sexes,2040
163.894,23,4,CUW,Urban,Curaçao,Both sexes,2045
166.564,23,4,CUW,Urban,Curaçao,Both sexes,2050
75.181,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,1950
112.074,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,1955
163.55,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,1960
211.231,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,1965
253.488,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,1970
281.806,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,1975
300.475,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,1980
335.697,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,1985
371.885,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,1990
393.796,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,1995
417.852,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2000
432.519,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2005
443.55,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2010
443.405,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2015
441.694,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2020
440.919,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2025
441.829,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2030
441.336,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2035
437.628,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2040
430.471,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2045
420.765,23,"4,6690",GLP,Urban,Guadeloupe,Both sexes,2050
73.017,23,4,MTQ,Urban,Martinique,Both sexes,1950
82.62,23,4,MTQ,Urban,Martinique,Both sexes,1955
112.9,23,4,MTQ,Urban,Martinique,Both sexes,1960
155.417,23,4,MTQ,Urban,Martinique,Both sexes,1965
198.316,23,4,MTQ,Urban,Martinique,Both sexes,1970
233.419,23,4,MTQ,Urban,Martinique,Both sexes,1975
259.1,23,4,MTQ,Urban,Martinique,Both sexes,1980
284.886,23,4,MTQ,Urban,Martinique,Both sexes,1985
309.282,23,4,MTQ,Urban,Martinique,Both sexes,1990
326.044,23,4,MTQ,Urban,Martinique,Both sexes,1995
347.193,23,4,MTQ,Urban,Martinique,Both sexes,2000
354.729,23,4,MTQ,Urban,Martinique,Both sexes,2005
351.666,23,4,MTQ,Urban,Martinique,Both sexes,2010
343.326,23,4,MTQ,Urban,Martinique,Both sexes,2015
343.595,23,4,MTQ,Urban,Martinique,Both sexes,2020
344.15,23,4,MTQ,Urban,Martinique,Both sexes,2025
344.23,23,4,MTQ,Urban,Martinique,Both sexes,2030
343.708,23,4,MTQ,Urban,Martinique,Both sexes,2035
341.382,23,4,MTQ,Urban,Martinique,Both sexes,2040
336.389,23,4,MTQ,Urban,Martinique,Both sexes,2045
328.921,23,4,MTQ,Urban,Martinique,Both sexes,2050
1.499,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,1950
2.108,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,1955
2.833,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,1960
4.46,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,1965
6.864,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,1970
9.557,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,1975
13.096,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,1980
19.028,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,1985
28.549,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,1990
30.633,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,1995
31.819,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2000
32.531,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2005
33.124,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2010
38.75,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2015
41.364,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2020
43.829,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2025
46.034,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2030
47.903,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2035
49.482,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2040
50.911,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2045
52.238,23,4,MAF,Urban,Sint Maarten (Dutch part),Both sexes,2050
2.077,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,1950
2.102,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,1955
2.075,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,1960
2.199,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,1965
2.333,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,1970
2.386,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,1975
2.359,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,1980
2.598,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,1985
2.908,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,1990
3.559,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,1995
3.606,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2000
3.636,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2005
5.29,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2010
6.202,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2015
6.54,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2020
6.621,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2025
6.571,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2030
6.398,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2035
6.118,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2040
5.807,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2045
5.492,23,"4,6689",,Rural,Caribbean Netherlands,Both sexes,2050
29.487,23,4,CUW,Rural,Curaçao,Both sexes,1950
31.934,23,4,CUW,Rural,Curaçao,Both sexes,1955
32.103,23,4,CUW,Rural,Curaçao,Both sexes,1960
31.286,23,4,CUW,Rural,Curaçao,Both sexes,1965
30.956,23,4,CUW,Rural,Curaçao,Both sexes,1970
29.81,23,4,CUW,Rural,Curaçao,Both sexes,1975
26.98,23,4,CUW,Rural,Curaçao,Both sexes,1980
25.152,23,4,CUW,Rural,Curaçao,Both sexes,1985
22.473,23,4,CUW,Rural,Curaçao,Both sexes,1990
17.726,23,4,CUW,Rural,Curaçao,Both sexes,1995
12.216,23,4,CUW,Rural,Curaçao,Both sexes,2000
12.249,23,4,CUW,Rural,Curaçao,Both sexes,2005
14.9,23,4,CUW,Rural,Curaçao,Both sexes,2010
16.825,23,4,CUW,Rural,Curaçao,Both sexes,2015
17.883,23,4,CUW,Rural,Curaçao,Both sexes,2020
18.414,23,4,CUW,Rural,Curaçao,Both sexes,2025
18.37,23,4,CUW,Rural,Curaçao,Both sexes,2030
17.755,23,4,CUW,Rural,Curaçao,Both sexes,2035
16.741,23,4,CUW,Rural,Curaçao,Both sexes,2040
15.717,23,4,CUW,Rural,Curaçao,Both sexes,2045
14.725,23,4,CUW,Rural,Curaçao,Both sexes,2050
134.822,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,1950
123.99,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,1955
111.611,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,1960
88.94,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,1965
65.846,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,1970
45.16,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,1975
29.702,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,1980
20.474,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,1985
13.993,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,1990
9.141,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,1995
6.794,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2000
7.033,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2005
7.168,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2010
7.013,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2015
6.733,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2020
6.379,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2025
5.974,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2030
5.512,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2035
5.046,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2040
4.582,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2045
4.135,23,"4,6690",GLP,Rural,Guadeloupe,Both sexes,2050
148.985,23,4,MTQ,Rural,Martinique,Both sexes,1950
163.056,23,4,MTQ,Rural,Martinique,Both sexes,1955
168.722,23,4,MTQ,Rural,Martinique,Both sexes,1960
155.71,23,4,MTQ,Rural,Martinique,Both sexes,1965
126.695,23,4,MTQ,Rural,Martinique,Both sexes,1970
94.419,23,4,MTQ,Rural,Martinique,Both sexes,1975
66.354,23,4,MTQ,Rural,Martinique,Both sexes,1980
54.99,23,4,MTQ,Rural,Martinique,Both sexes,1985
49.167,23,4,MTQ,Rural,Martinique,Both sexes,1990
42.688,23,4,MTQ,Rural,Martinique,Both sexes,1995
39.811,23,4,MTQ,Rural,Martinique,Both sexes,2000
42.318,23,4,MTQ,Rural,Martinique,Both sexes,2005
43.244,23,4,MTQ,Rural,Martinique,Both sexes,2010
42.516,23,4,MTQ,Rural,Martinique,Both sexes,2015
41.862,23,4,MTQ,Rural,Martinique,Both sexes,2020
40.302,23,4,MTQ,Rural,Martinique,Both sexes,2025
37.857,23,4,MTQ,Rural,Martinique,Both sexes,2030
34.88,23,4,MTQ,Rural,Martinique,Both sexes,2035
31.937,23,4,MTQ,Rural,Martinique,Both sexes,2040
29.012,23,4,MTQ,Rural,Martinique,Both sexes,2045
26.152,23,4,MTQ,Rural,Martinique,Both sexes,2050
17150.335,24,,ARG,National,Argentina,Both sexes,1950
11091.996,24,4,ARG,Urban,Argentina,Both sexes,1950
6058.339,24,,ARG,Rural,Argentina,Both sexes,1950
18929.344,24,,ARG,National,Argentina,Both sexes,1955
12907.422,24,4,ARG,Urban,Argentina,Both sexes,1955
6021.922,24,,ARG,Rural,Argentina,Both sexes,1955
20619.05,24,,ARG,National,Argentina,Both sexes,1960
14782.509,24,4,ARG,Urban,Argentina,Both sexes,1960
5836.541,24,,ARG,Rural,Argentina,Both sexes,1960
22283.268,24,,ARG,National,Argentina,Both sexes,1965
16756.781,24,4,ARG,Urban,Argentina,Both sexes,1965
5526.487,24,,ARG,Rural,Argentina,Both sexes,1965
3089.648416,24,,BOL,National,Bolivia (Plurinational State of),Both sexes,1950
1080.169,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,1950
2009.479,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,1950
3324.59,24,,BOL,National,Bolivia (Plurinational State of),Both sexes,1955
1202.553,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,1955
2122.037,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,1955
3653.684,24,,BOL,National,Bolivia (Plurinational State of),Both sexes,1960
1365.81,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,1960
2287.874,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,1960
4032.425,24,,BOL,National,Bolivia (Plurinational State of),Both sexes,1965
1556.181,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,1965
2476.244,24,,BOL,Rural,Bolivia (Plurinational State of),Both sexes,1965
53974.726,24,,BRA,National,Brazil,Both sexes,1950
19793.445,24,4,BRA,Urban,Brazil,Both sexes,1950
34181.281,24,,BRA,Rural,Brazil,Both sexes,1950
62644.555,24,,BRA,National,Brazil,Both sexes,1955
25511.021,24,4,BRA,Urban,Brazil,Both sexes,1955
37133.534,24,,BRA,Rural,Brazil,Both sexes,1955
72482.035,24,,BRA,National,Brazil,Both sexes,1960
32453.86,24,4,BRA,Urban,Brazil,Both sexes,1960
40028.175,24,,BRA,Rural,Brazil,Both sexes,1960
83692.246,24,,BRA,National,Brazil,Both sexes,1965
40980.732,24,4,BRA,Urban,Brazil,Both sexes,1965
42711.514,24,,BRA,Rural,Brazil,Both sexes,1965
6188.286,24,,CHL,National,Chile,Both sexes,1950
3611.906,24,4,CHL,Urban,Chile,Both sexes,1950
2576.38,24,,CHL,Rural,Chile,Both sexes,1950
6898.667,24,,CHL,National,Chile,Both sexes,1955
4349.294,24,4,CHL,Urban,Chile,Both sexes,1955
2549.373,24,,CHL,Rural,Chile,Both sexes,1955
7707.139,24,,CHL,National,Chile,Both sexes,1960
5219.715,24,4,CHL,Urban,Chile,Both sexes,1960
2487.424,24,,CHL,Rural,Chile,Both sexes,1960
8603.175,24,,CHL,National,Chile,Both sexes,1965
6153.058,24,4,CHL,Urban,Chile,Both sexes,1965
2450.117,24,,CHL,Rural,Chile,Both sexes,1965
12340.899,24,,COL,National,Colombia,Both sexes,1950
4793.6,24,4,COL,Urban,Colombia,Both sexes,1950
7547.299,24,,COL,Rural,Colombia,Both sexes,1950
14225.196,24,,COL,National,Colombia,Both sexes,1955
6194.776,24,4,COL,Urban,Colombia,Both sexes,1955
8030.42,24,,COL,Rural,Colombia,Both sexes,1955
16480.377,24,,COL,National,Colombia,Both sexes,1960
7952.226,24,4,COL,Urban,Colombia,Both sexes,1960
8528.151,24,,COL,Rural,Colombia,Both sexes,1960
19144.232,24,,COL,National,Colombia,Both sexes,1965
10140.623,24,4,COL,Urban,Colombia,Both sexes,1965
9003.609,24,,COL,Rural,Colombia,Both sexes,1965
959.4869154,24,,CRI,National,Costa Rica,Both sexes,1950
321.352,24,4,CRI,Urban,Costa Rica,Both sexes,1950
638.137,24,,CRI,Rural,Costa Rica,Both sexes,1950
1117.659,24,,CRI,National,Costa Rica,Both sexes,1955
378.191,24,4,CRI,Urban,Costa Rica,Both sexes,1955
739.468,24,,CRI,Rural,Costa Rica,Both sexes,1955
1329.328,24,,CRI,National,Costa Rica,Both sexes,1960
454.403,24,4,CRI,Urban,Costa Rica,Both sexes,1960
874.925,24,,CRI,Rural,Costa Rica,Both sexes,1960
1586.315,24,,CRI,National,Costa Rica,Both sexes,1965
567.307,24,4,CRI,Urban,Costa Rica,Both sexes,1965
1019.008,24,,CRI,Rural,Costa Rica,Both sexes,1965
5919.997,24,,CUB,National,Cuba,Both sexes,1950
3351.485,24,4,CUB,Urban,Cuba,Both sexes,1950
2568.512,24,,CUB,Rural,Cuba,Both sexes,1950
6539.534,24,,CUB,National,Cuba,Both sexes,1955
3760.44,24,4,CUB,Urban,Cuba,Both sexes,1955
2779.094,24,,CUB,Rural,Cuba,Both sexes,1955
7141.233,24,,CUB,National,Cuba,Both sexes,1960
4169.732,24,4,CUB,Urban,Cuba,Both sexes,1960
2971.501,24,,CUB,Rural,Cuba,Both sexes,1960
7952.064,24,,CUB,National,Cuba,Both sexes,1965
4713.264,24,4,CUB,Urban,Cuba,Both sexes,1965
3238.8,24,,CUB,Rural,Cuba,Both sexes,1965
3470.162,24,,ECU,National,Ecuador,Both sexes,1950
981.643,24,4,ECU,Urban,Ecuador,Both sexes,1950
2488.519,24,,ECU,Rural,Ecuador,Both sexes,1950
3957.476,24,,ECU,National,Ecuador,Both sexes,1955
1242.842,24,4,ECU,Urban,Ecuador,Both sexes,1955
2714.634,24,,ECU,Rural,Ecuador,Both sexes,1955
4545.542,24,,ECU,National,Ecuador,Both sexes,1960
1569.215,24,4,ECU,Urban,Ecuador,Both sexes,1960
2976.327,24,,ECU,Rural,Ecuador,Both sexes,1960
5250.119,24,,ECU,National,Ecuador,Both sexes,1965
1954.322,24,4,ECU,Urban,Ecuador,Both sexes,1965
3295.797,24,,ECU,Rural,Ecuador,Both sexes,1965
2200.217,24,,SLV,National,El Salvador,Both sexes,1950
802.1,24,4,SLV,Urban,El Salvador,Both sexes,1950
1398.117,24,,SLV,Rural,El Salvador,Both sexes,1950
2428.329,24,,SLV,National,El Salvador,Both sexes,1955
908.864,24,4,SLV,Urban,El Salvador,Both sexes,1955
1519.465,24,,SLV,Rural,El Salvador,Both sexes,1955
2759.18,24,,SLV,National,El Salvador,Both sexes,1960
1059.178,24,4,SLV,Urban,El Salvador,Both sexes,1960
1700.002,24,,SLV,Rural,El Salvador,Both sexes,1960
3195.523,24,,SLV,National,El Salvador,Both sexes,1965
1244.782,24,4,SLV,Urban,El Salvador,Both sexes,1965
1950.741,24,,SLV,Rural,El Salvador,Both sexes,1965
3114.961,24,,GTM,National,Guatemala,Both sexes,1950
784.283,24,4,GTM,Urban,Guatemala,Both sexes,1950
2330.678,24,,GTM,Rural,Guatemala,Both sexes,1950
3546.422,24,,GTM,National,Guatemala,Both sexes,1955
1001.85,24,4,GTM,Urban,Guatemala,Both sexes,1955
2544.572,24,,GTM,Rural,Guatemala,Both sexes,1955
4085.525,24,,GTM,National,Guatemala,Both sexes,1960
1279.671,24,4,GTM,Urban,Guatemala,Both sexes,1960
2805.854,24,,GTM,Rural,Guatemala,Both sexes,1960
4726.16,24,,GTM,National,Guatemala,Both sexes,1965
1607.705,24,4,GTM,Urban,Guatemala,Both sexes,1965
3118.455,24,,GTM,Rural,Guatemala,Both sexes,1965
3221.277,24,,HTI,National,Haiti,Both sexes,1950
395.467,24,4,HTI,Urban,Haiti,Both sexes,1950
2825.81,24,,HTI,Rural,Haiti,Both sexes,1950
3515.067,24,,HTI,National,Haiti,Both sexes,1955
497.625,24,4,HTI,Urban,Haiti,Both sexes,1955
3017.442,24,,HTI,Rural,Haiti,Both sexes,1955
3867.925,24,,HTI,National,Haiti,Both sexes,1960
620.251,24,4,HTI,Urban,Haiti,Both sexes,1960
3247.674,24,,HTI,Rural,Haiti,Both sexes,1960
4273.645,24,,HTI,National,Haiti,Both sexes,1965
765.615,24,4,HTI,Urban,Haiti,Both sexes,1965
3508.03,24,,HTI,Rural,Haiti,Both sexes,1965
1546.7244,24,,HND,National,Honduras,Both sexes,1950
362.055,24,4,HND,Urban,Honduras,Both sexes,1950
1184.67,24,,HND,Rural,Honduras,Both sexes,1950
1771.3574,24,,HND,National,Honduras,Both sexes,1955
413.168,24,4,HND,Urban,Honduras,Both sexes,1955
1358.19,24,,HND,Rural,Honduras,Both sexes,1955
2038.6364,24,,HND,National,Honduras,Both sexes,1960
473.874,24,4,HND,Urban,Honduras,Both sexes,1960
1564.762,24,,HND,Rural,Honduras,Both sexes,1960
2346.0054,24,,HND,National,Honduras,Both sexes,1965
607.206,24,4,HND,Urban,Honduras,Both sexes,1965
1738.799,24,,HND,Rural,Honduras,Both sexes,1965
28012.558,24,,MEX,National,Mexico,Both sexes,1950
11953.372,24,4,MEX,Urban,Mexico,Both sexes,1950
16059.186,24,,MEX,Rural,Mexico,Both sexes,1950
32605.225,24,,MEX,National,Mexico,Both sexes,1955
15214.815,24,4,MEX,Urban,Mexico,Both sexes,1955
17390.41,24,,MEX,Rural,Mexico,Both sexes,1955
38174.239,24,,MEX,National,Mexico,Both sexes,1960
19338.889,24,4,MEX,Urban,Mexico,Both sexes,1960
18835.35,24,,MEX,Rural,Mexico,Both sexes,1960
44623.224,24,,MEX,National,Mexico,Both sexes,1965
24493.676,24,4,MEX,Urban,Mexico,Both sexes,1965
20129.548,24,,MEX,Rural,Mexico,Both sexes,1965
1294.993,24,,NIC,National,Nicaragua,Both sexes,1950
455.093,24,4,NIC,Urban,Nicaragua,Both sexes,1950
839.9,24,,NIC,Rural,Nicaragua,Both sexes,1950
1508.004,24,,NIC,National,Nicaragua,Both sexes,1955
563.449,24,4,NIC,Urban,Nicaragua,Both sexes,1955
944.555,24,,NIC,Rural,Nicaragua,Both sexes,1955
1774.674,24,,NIC,National,Nicaragua,Both sexes,1960
702.474,24,4,NIC,Urban,Nicaragua,Both sexes,1960
1072.2,24,,NIC,Rural,Nicaragua,Both sexes,1960
2062.639,24,,NIC,National,Nicaragua,Both sexes,1965
880.197,24,4,NIC,Urban,Nicaragua,Both sexes,1965
1182.442,24,,NIC,Rural,Nicaragua,Both sexes,1965
859.66,24,,PAN,National,Panama,Both sexes,1950
329.368,24,4,PAN,Urban,Panama,Both sexes,1950
530.292,24,,PAN,Rural,Panama,Both sexes,1950
981.031,24,,PAN,National,Panama,Both sexes,1955
391.092,24,4,PAN,Urban,Panama,Both sexes,1955
589.939,24,,PAN,Rural,Panama,Both sexes,1955
1132.921,24,,PAN,National,Panama,Both sexes,1960
469.185,24,4,PAN,Urban,Panama,Both sexes,1960
663.736,24,,PAN,Rural,Panama,Both sexes,1960
1314.622,24,,PAN,National,Panama,Both sexes,1965
584.997,24,4,PAN,Urban,Panama,Both sexes,1965
729.625,24,,PAN,Rural,Panama,Both sexes,1965
1473.245,24,,PRY,National,Paraguay,Both sexes,1950
509.698,24,4,PRY,Urban,Paraguay,Both sexes,1950
963.547,24,,PRY,Rural,Paraguay,Both sexes,1950
1673.004,24,,PRY,National,Paraguay,Both sexes,1955
587.103,24,4,PRY,Urban,Paraguay,Both sexes,1955
1085.901,24,,PRY,Rural,Paraguay,Both sexes,1955
1902.872,24,,PRY,National,Paraguay,Both sexes,1960
677.111,24,4,PRY,Urban,Paraguay,Both sexes,1960
1225.761,24,,PRY,Rural,Paraguay,Both sexes,1960
2170.852,24,,PRY,National,Paraguay,Both sexes,1965
786.661,24,4,PRY,Urban,Paraguay,Both sexes,1965
1384.191,24,,PRY,Rural,Paraguay,Both sexes,1965
7727.735,24,,PER,National,Peru,Both sexes,1950
2723.577,24,4,PER,Urban,Peru,Both sexes,1950
5004.158,24,,PER,Rural,Peru,Both sexes,1950
8786.768,24,,PER,National,Peru,Both sexes,1955
3584.172,24,4,PER,Urban,Peru,Both sexes,1955
5202.596,24,,PER,Rural,Peru,Both sexes,1955
10061.526,24,,PER,National,Peru,Both sexes,1960
4662.187,24,4,PER,Urban,Peru,Both sexes,1960
5399.339,24,,PER,Rural,Peru,Both sexes,1960
11607.69,24,,PER,National,Peru,Both sexes,1965
6017.099,24,4,PER,Urban,Peru,Both sexes,1965
5590.591,24,,PER,Rural,Peru,Both sexes,1965
2364.65,24,,DOM,National,Dominican Republic,Both sexes,1950
559.712,24,4,DOM,Urban,Dominican Republic,Both sexes,1950
1804.938,24,,DOM,Rural,Dominican Republic,Both sexes,1950
2780.668,24,,DOM,National,Dominican Republic,Both sexes,1955
750.007,24,4,DOM,Urban,Dominican Republic,Both sexes,1955
2030.661,24,,DOM,Rural,Dominican Republic,Both sexes,1955
3294.048,24,,DOM,National,Dominican Republic,Both sexes,1960
997.388,24,4,DOM,Urban,Dominican Republic,Both sexes,1960
2296.66,24,,DOM,Rural,Dominican Republic,Both sexes,1960
3878.968,24,,DOM,National,Dominican Republic,Both sexes,1965
1367.411,24,4,DOM,Urban,Dominican Republic,Both sexes,1965
2511.557,24,,DOM,Rural,Dominican Republic,Both sexes,1965
2238.506,24,,URY,National,Uruguay,Both sexes,1950
1721.076,24,4,URY,Urban,Uruguay,Both sexes,1950
517.43,24,,URY,Rural,Uruguay,Both sexes,1950
2372.629,24,,URY,National,Uruguay,Both sexes,1955
1846.055,24,4,URY,Urban,Uruguay,Both sexes,1955
526.574,24,,URY,Rural,Uruguay,Both sexes,1955
2538.81,24,,URY,National,Uruguay,Both sexes,1960
1998.733,24,4,URY,Urban,Uruguay,Both sexes,1960
540.077,24,,URY,Rural,Uruguay,Both sexes,1960
2694.744,24,,URY,National,Uruguay,Both sexes,1965
2146.261,24,4,URY,Urban,Uruguay,Both sexes,1965
548.483,24,,URY,Rural,Uruguay,Both sexes,1965
5481.97645,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,1950
2939.843,24,4,VEN,Urban,Venezuela (Bolivarian Republic of),Both sexes,1950
2542.134,24,,VEN,Rural,Venezuela (Bolivarian Republic of),Both sexes,1950
6761.069,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,1955
3909.115,24,4,VEN,Urban,Venezuela (Bolivarian Republic of),Both sexes,1955
2851.954,24,,VEN,Rural,Venezuela (Bolivarian Republic of),Both sexes,1955
8151.322,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,1960
5054.788,24,4,VEN,Urban,Venezuela (Bolivarian Republic of),Both sexes,1960
3096.534,24,,VEN,Rural,Venezuela (Bolivarian Republic of),Both sexes,1960
9750.659,24,,VEN,National,Venezuela (Bolivarian Republic of),Both sexes,1965
6520.172,24,4,VEN,Urban,Venezuela (Bolivarian Republic of),Both sexes,1965
3230.487,24,,VEN,Rural,Venezuela (Bolivarian Republic of),Both sexes,1965
162630.0432,24,226,,National,Latin America,Both sexes,1950
68561.24,24,"4,226",,Urban,Latin America,Both sexes,1950
94068.806,24,226,,Rural,Latin America,Both sexes,1950
186366.5944,24,226,,National,Latin America,Both sexes,1955
85213.854,24,"4,226",,Urban,Latin America,Both sexes,1955
101152.741,24,226,,Rural,Latin America,Both sexes,1955
213740.0664,24,226,,National,Latin America,Both sexes,1960
105301.199,24,"4,226",,Urban,Latin America,Both sexes,1960
108438.867,24,226,,Rural,Latin America,Both sexes,1960
245188.5754,24,226,,National,Latin America,Both sexes,1965
129844.05,24,"4,226",,Urban,Latin America,Both sexes,1965
115344.525,24,226,,Rural,Latin America,Both sexes,1965
8826.954,24,,ARG,National,Argentina,Men,1950
